epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,92.7715,0.94045,1.38868,1.32272,0.68802,0.2,0.46374,0.22568,1.34704,2.99102,2.19164,0.00177862,0.00177862,0.00177862
14,99.9025,0.99767,1.34331,1.40754,0.52788,0.22857,0.37964,0.20447,1.28817,2.9006,2.32009,0.00191503,0.00191503,0.00191503
15,106.719,1.0389,1.46131,1.38618,0.55664,0.43052,0.43823,0.20609,1.30641,2.91854,2.26594,0.00197228,0.00197228,0.00197228
16,114.4,1.0177,1.36966,1.35361,0.26778,0.47031,0.24757,0.10414,1.63976,2.87879,2.66423,0.0019703,0.0019703,0.0019703
17,123.029,1.07663,1.48297,1.3509,0.28738,0.4,0.29168,0.13991,1.60348,2.8046,2.51961,0.00196832,0.00196832,0.00196832
18,133.016,1.01639,1.38071,1.37733,0.20326,0.4,0.25745,0.13392,1.53498,2.77981,2.27424,0.00196634,0.00196634,0.00196634
19,142.963,0.89483,1.29224,1.26557,0.57483,0.37143,0.41941,0.22955,1.4116,3.1468,2.7261,0.00196436,0.00196436,0.00196436
20,153.854,0.96509,1.30952,1.34881,0.63467,0.31429,0.35769,0.18451,1.36349,3.99268,2.65602,0.00196238,0.00196238,0.00196238
21,165.248,1.00652,1.35449,1.37412,0.44345,0.48571,0.37752,0.23109,1.3447,3.29828,2.46573,0.0019604,0.0019604,0.0019604
22,176.618,1.14672,1.50125,1.54208,0.56828,0.48571,0.43473,0.23411,1.39952,2.55439,2.36771,0.00195842,0.00195842,0.00195842
23,188.274,0.89803,1.26142,1.28284,0.77475,0.39338,0.41675,0.21568,1.35088,2.06481,2.41545,0.00195644,0.00195644,0.00195644
24,200.024,0.94285,1.169,1.30605,0.36843,0.45714,0.3284,0.15445,1.4678,2.96745,2.49075,0.00195446,0.00195446,0.00195446
25,212.481,0.94632,1.18683,1.27037,0.43935,0.34286,0.34635,0.18541,1.56086,3.68101,2.59354,0.00195248,0.00195248,0.00195248
26,224.595,0.90003,1.1594,1.25027,0.54635,0.45714,0.43008,0.2279,1.47102,3.46802,2.24023,0.0019505,0.0019505,0.0019505
27,236.258,0.88059,1.12807,1.29221,0.52509,0.45714,0.37287,0.12484,1.69897,3.33368,2.46143,0.00194852,0.00194852,0.00194852
28,248.179,0.93471,1.14437,1.28547,0.39096,0.4,0.25928,0.10788,1.73843,2.97386,2.61497,0.00194654,0.00194654,0.00194654
29,261.423,0.89285,1.11739,1.27219,0.47265,0.51429,0.3716,0.18388,1.61684,2.68431,2.372,0.00194456,0.00194456,0.00194456
30,275.7,0.9521,1.19399,1.30964,0.50664,0.34286,0.33862,0.21361,1.79008,3.39327,2.88863,0.00194258,0.00194258,0.00194258
31,287.413,1.00198,1.2311,1.32323,0.39702,0.42857,0.31139,0.1705,1.60646,2.68187,2.24479,0.0019406,0.0019406,0.0019406
32,299.92,0.92343,1.15432,1.2544,0.22624,0.17143,0.17081,0.12443,1.89855,2.84915,2.38534,0.00193862,0.00193862,0.00193862
33,313.138,1.01553,1.1615,1.31672,0.19228,0.28571,0.13684,0.08102,1.87644,2.85968,2.49185,0.00193664,0.00193664,0.00193664
34,325.014,0.88577,1.08974,1.26349,0.18384,0.2,0.0897,0.05557,2.07195,3.31816,2.56906,0.00193466,0.00193466,0.00193466
35,337.439,0.86643,1.02438,1.24655,0.28824,0.2,0.10708,0.0524,2.04927,2.8606,2.50438,0.00193268,0.00193268,0.00193268
36,352.141,0.83756,0.99981,1.22394,0.54818,0.22857,0.19435,0.08159,1.92106,2.68167,2.40329,0.0019307,0.0019307,0.0019307
37,366.833,0.85471,0.92529,1.22162,0.53535,0.28571,0.22868,0.07285,1.85293,2.69317,2.35598,0.00192872,0.00192872,0.00192872
38,383.255,0.91143,1.01205,1.26821,0.3627,0.25714,0.18879,0.07434,1.86428,2.65163,2.29317,0.00192674,0.00192674,0.00192674
39,397.139,0.88865,1.05385,1.25725,0.57756,0.28571,0.27416,0.08601,2.05328,2.65152,2.60662,0.00192476,0.00192476,0.00192476
40,412.456,0.8612,1.01951,1.22067,0.74796,0.25458,0.25089,0.11876,1.67977,2.47569,2.31491,0.00192278,0.00192278,0.00192278
41,427.909,0.86164,0.99579,1.26305,0.78318,0.34286,0.35073,0.16783,1.55739,2.14087,2.24658,0.0019208,0.0019208,0.0019208
42,443.694,0.87128,0.96434,1.21176,0.70073,0.34286,0.348,0.13352,1.60781,2.07665,2.28906,0.00191882,0.00191882,0.00191882
43,459.479,0.96756,1.03924,1.28458,0.51962,0.31429,0.26051,0.13983,1.43761,2.50248,2.16703,0.00191684,0.00191684,0.00191684
44,475.977,0.83598,0.97056,1.25016,0.6179,0.22857,0.23031,0.12887,1.44477,2.54545,2.21833,0.00191486,0.00191486,0.00191486
45,493.911,0.82632,0.93307,1.25027,0.75219,0.22857,0.25445,0.1423,1.38002,2.49811,1.97964,0.00191288,0.00191288,0.00191288
46,514.591,0.80013,0.92764,1.19019,0.41986,0.22857,0.17316,0.09148,1.27921,2.77375,1.85085,0.0019109,0.0019109,0.0019109
47,538.215,0.94101,0.98247,1.3551,0.90811,0.28263,0.32092,0.15064,1.40263,2.98284,2.18579,0.00190892,0.00190892,0.00190892
48,554.529,0.86721,0.94598,1.26341,0.86125,0.22857,0.23393,0.17994,1.31784,1.879,1.92682,0.00190694,0.00190694,0.00190694
49,572.013,0.82909,0.87896,1.22859,0.80728,0.22857,0.23914,0.16235,1.30325,1.83131,1.95168,0.00190496,0.00190496,0.00190496
50,589.545,0.79946,0.89775,1.18525,0.6744,0.25714,0.2645,0.15463,1.42357,1.89287,2.11416,0.00190298,0.00190298,0.00190298
51,607.087,0.82284,0.90841,1.20681,0.57749,0.37143,0.2867,0.17759,1.3372,2.01153,1.85132,0.001901,0.001901,0.001901
52,625.338,0.87936,0.9454,1.29188,0.57223,0.25714,0.23334,0.13782,1.44387,1.99218,2.01746,0.00189902,0.00189902,0.00189902
53,645.074,0.86712,0.94072,1.24368,0.57167,0.31429,0.25196,0.12772,1.38523,2.13983,1.93934,0.00189704,0.00189704,0.00189704
54,662.081,0.78781,0.87042,1.17787,0.60601,0.2,0.19095,0.12329,1.66038,2.0266,2.21342,0.00189506,0.00189506,0.00189506
55,678.852,0.82666,0.89792,1.20908,0.86002,0.42857,0.47352,0.34783,1.20181,1.54337,1.73667,0.00189308,0.00189308,0.00189308
56,695.8,0.77983,0.82142,1.18948,0.91655,0.31384,0.32139,0.24937,1.15982,1.39992,1.64801,0.0018911,0.0018911,0.0018911
57,716.448,0.87122,0.9015,1.25676,0.86879,0.42857,0.47942,0.3181,1.18588,1.4539,1.69543,0.00188912,0.00188912,0.00188912
58,734.03,0.80173,0.82892,1.19213,0.7366,0.25714,0.27421,0.21006,1.01765,1.83117,1.54253,0.00188714,0.00188714,0.00188714
59,754.229,0.76495,0.81467,1.14068,0.50169,0.22857,0.22253,0.15363,1.25593,1.8332,1.83442,0.00188516,0.00188516,0.00188516
60,774.664,0.80489,0.81749,1.18422,0.63303,0.22857,0.20944,0.14925,1.01929,1.55959,1.63377,0.00188318,0.00188318,0.00188318
61,791.18,0.78831,0.82598,1.16271,0.51079,0.2,0.18559,0.12881,0.99486,1.51575,1.63281,0.0018812,0.0018812,0.0018812
62,811.746,0.80381,0.82109,1.17384,0.8596,0.31429,0.31738,0.18471,1.09483,1.68468,1.757,0.00187922,0.00187922,0.00187922
63,830.027,0.71819,0.76389,1.13605,0.737,0.42857,0.43744,0.29619,1.09257,1.72193,1.72882,0.00187724,0.00187724,0.00187724
64,848.027,0.70882,0.78987,1.16043,0.94885,0.22857,0.24965,0.17807,1.11997,1.71258,1.75348,0.00187526,0.00187526,0.00187526
65,865.647,0.80322,0.8148,1.23628,0.7012,0.62857,0.6866,0.47218,1.08488,1.57518,1.70969,0.00187328,0.00187328,0.00187328
66,884.203,0.85844,0.80095,1.18145,0.53183,0.51429,0.41567,0.24825,1.20697,1.63199,1.8207,0.0018713,0.0018713,0.0018713
67,904.445,0.81181,0.81669,1.1675,0.50099,0.42857,0.3289,0.21206,1.08211,1.69108,1.69542,0.00186932,0.00186932,0.00186932
68,920.488,0.75468,0.78918,1.16222,0.76061,0.45404,0.47401,0.25852,1.25798,1.46508,1.72996,0.00186734,0.00186734,0.00186734
69,934.385,0.76484,0.78057,1.14139,0.70059,0.20062,0.21867,0.13131,1.21904,1.50003,1.7251,0.00186536,0.00186536,0.00186536
70,955.889,0.7406,0.75115,1.13174,0.77337,0.42857,0.45195,0.26211,1.05114,1.5798,1.57712,0.00186338,0.00186338,0.00186338
71,979.936,0.81635,0.83347,1.28422,0.64986,0.63652,0.67531,0.44551,1.04526,1.69858,1.63995,0.0018614,0.0018614,0.0018614
72,997.924,0.76498,0.79658,1.17743,0.64503,0.57143,0.53538,0.32857,1.22218,1.92789,1.949,0.00185942,0.00185942,0.00185942
73,1016.58,0.74455,0.77693,1.1691,0.66373,0.62857,0.57681,0.35214,1.21517,2.01778,1.95747,0.00185744,0.00185744,0.00185744
74,1031.37,0.63309,0.68222,1.08657,0.81408,0.4,0.48048,0.32509,1.20075,1.6224,1.81116,0.00185546,0.00185546,0.00185546
75,1048.47,0.82611,0.8413,1.22918,0.68069,0.24419,0.24666,0.1723,1.22176,1.38721,1.79159,0.00185348,0.00185348,0.00185348
76,1068.71,0.67671,0.72247,1.11626,0.76903,0.19101,0.1973,0.13112,1.18493,1.58064,1.80288,0.0018515,0.0018515,0.0018515
77,1091.65,0.73413,0.73231,1.1304,0.94679,0.2,0.21414,0.13437,1.2857,1.59683,1.95994,0.00184952,0.00184952,0.00184952
78,1107.75,0.64785,0.63694,1.07655,0.85117,0.14286,0.16768,0.09703,1.24637,1.57025,1.85296,0.00184754,0.00184754,0.00184754
79,1129.58,0.68685,0.69572,1.16288,0.64744,0.14286,0.15036,0.09027,1.09208,1.38625,1.77448,0.00184556,0.00184556,0.00184556
80,1152.55,0.75284,0.79573,1.19658,0.69947,0.17143,0.19202,0.13053,1.11998,1.38292,1.78713,0.00184358,0.00184358,0.00184358
81,1172.82,0.72228,0.70243,1.16559,0.98042,0.17143,0.20471,0.12366,1.15428,1.5489,1.82041,0.0018416,0.0018416,0.0018416
82,1198.21,0.77469,0.78154,1.18723,0.96592,0.14286,0.16093,0.10301,1.20985,1.60605,1.86093,0.00183962,0.00183962,0.00183962
83,1218.8,0.75777,0.77179,1.15294,0.62497,0.14284,0.15338,0.10952,1.26804,1.5113,2.00159,0.00183764,0.00183764,0.00183764
84,1239.94,0.69667,0.72346,1.11209,0.80623,0.14286,0.15734,0.11548,1.18093,1.59869,1.79325,0.00183566,0.00183566,0.00183566
85,1260.41,0.70673,0.70759,1.10282,0.77258,0.2,0.20411,0.13569,1.14224,1.57655,1.66637,0.00183368,0.00183368,0.00183368
86,1280.1,0.67403,0.65368,1.0849,0.73766,0.17143,0.17344,0.11722,1.09732,1.41518,1.84372,0.0018317,0.0018317,0.0018317
87,1303.24,0.68863,0.67804,1.09916,0.94989,0.2,0.21044,0.14866,1.11326,1.47958,1.91312,0.00182972,0.00182972,0.00182972
88,1330.08,0.69139,0.6926,1.11073,0.9441,0.28571,0.328,0.22582,1.07071,1.78988,1.85814,0.00182774,0.00182774,0.00182774
89,1355.66,0.72165,0.71496,1.17311,0.92183,0.14286,0.15873,0.11008,1.08075,2.09288,1.80425,0.00182576,0.00182576,0.00182576
90,1380.58,0.72187,0.67458,1.1479,0.7975,0.37143,0.39852,0.24726,1.16836,1.64083,1.89295,0.00182378,0.00182378,0.00182378
91,1402.28,0.73676,0.71249,1.17984,0.98011,0.2,0.21606,0.16984,1.16197,1.44987,1.9248,0.0018218,0.0018218,0.0018218
92,1422.41,0.74021,0.768,1.16901,0.66621,0.28517,0.264,0.1851,1.13053,1.52804,1.74519,0.00181982,0.00181982,0.00181982
93,1448.97,0.65936,0.64582,1.07345,0.53003,0.37143,0.35903,0.20761,1.25811,1.60135,1.85128,0.00181784,0.00181784,0.00181784
94,1469.24,0.65441,0.63225,1.10773,0.77115,0.31429,0.33203,0.17567,1.35513,1.62694,1.97706,0.00181586,0.00181586,0.00181586
95,1492.5,0.66692,0.6907,1.08393,0.92433,0.17143,0.1947,0.11938,1.20943,1.3246,1.87638,0.00181388,0.00181388,0.00181388
96,1516.98,0.70352,0.68241,1.09059,0.69335,0.34286,0.37095,0.24461,1.14233,1.55954,1.76633,0.0018119,0.0018119,0.0018119
97,1539.8,0.70617,0.657,1.11204,0.8505,0.22857,0.25056,0.16873,1.04326,1.49251,1.6652,0.00180992,0.00180992,0.00180992
98,1560.41,0.65519,0.66501,1.09697,0.70738,0.25714,0.26728,0.20217,1.04593,1.26242,1.66631,0.00180794,0.00180794,0.00180794
99,1582.11,0.72227,0.63869,1.18408,0.73614,0.25714,0.2578,0.20203,1.08278,1.17122,1.69276,0.00180596,0.00180596,0.00180596
100,1600.94,0.65787,0.66794,1.05536,0.95612,0.22857,0.24949,0.1624,1.15461,1.35301,1.77185,0.00180398,0.00180398,0.00180398
101,1621.51,0.73812,0.71603,1.15185,0.85285,0.4,0.47953,0.28799,1.22412,1.50034,1.83376,0.001802,0.001802,0.001802
102,1638.52,0.68867,0.78918,1.13474,0.82632,0.14286,0.16708,0.10526,1.07614,1.81077,1.59486,0.00180002,0.00180002,0.00180002
103,1658.85,0.68762,0.65228,1.12618,0.46235,0.2,0.18272,0.15284,1.1056,1.79662,1.68584,0.00179804,0.00179804,0.00179804
104,1680.1,0.7158,0.75024,1.15827,0.95391,0.25714,0.28665,0.19582,1.13435,1.54592,1.70521,0.00179606,0.00179606,0.00179606
